priority rank,old URL,old title,old meta title,old meta description,old content type,current live status,Google ranking/impression/click evidence,featured snippet evidence,old image availability,best new route,whether to preserve same URL or redirect,redirect target,canonical URL,sitemap inclusion,legal safety status,image status,approval status,recovery classification,notes
"48","https://chamanlawfirm.com/is-foreign-marriage-under-the-nigerian-law/","Is Foreign Marriage Under The Nigerian Law","HOW VALID IS FOREIGN MARRIAGE UNDER NIGERIAN LAW","HOW VALID IS FOREIGN MARRIAGE UNDER THE NIGERIAN LAW, The customary procedure among Nigerians who reside abroad has been to..","family law","redirect configured to /resources/blog/is-foreign-marriage-under-the-nigerian-law","227 clicks; 9164 impressions; avg position 9.5 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/is-foreign-marriage-under-the-nigerian-law","redirect old URL to best new route","/resources/blog/is-foreign-marriage-under-the-nigerian-law","https://chamanlawfirm.com/resources/blog/is-foreign-marriage-under-the-nigerian-law","included","high - lawyer review required before publication","image and alt present in Sanity","approved public","restore as blog post",""
"51","https://chamanlawfirm.com/taxation-of-sole-proprietorship/","Taxation Of Sole Proprietorship","Powerful Steps: Taxation of Sole Proprietorship","Explore taxation of sole proprietorships in Nigeria and stay compliant with Chaman Law Firm’s expert legal advice","corporate/commercial","redirect configured to /resources/blog/taxation-of-sole-proprietorship","215 clicks; 10558 impressions; avg position 10.19 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/taxation-of-sole-proprietorship","redirect old URL to best new route","/resources/blog/taxation-of-sole-proprietorship","https://chamanlawfirm.com/resources/blog/taxation-of-sole-proprietorship","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","restore as blog post",""
"52","https://chamanlawfirm.com/customary-vs-statutory-marriage-in-nigeria/","Customary Vs Statutory Marriage In Nigeria","Powerful Steps:Customary vs Statutory Marriage in Nigeria","Understand the key differences between Customary vs Statutory Marriage in Nigeria, including legal recognition, rights, and obligations.","family law","redirect configured to /resources/blog/customary-vs-statutory-marriage-in-nigeria","214 clicks; 22906 impressions; avg position 9.18 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/customary-vs-statutory-marriage-in-nigeria","redirect old URL to best new route","/resources/blog/customary-vs-statutory-marriage-in-nigeria","https://chamanlawfirm.com/resources/blog/customary-vs-statutory-marriage-in-nigeria","included","high - lawyer review required before publication","image and alt present in Sanity","approved public","restore as blog post",""
"53","https://chamanlawfirm.com/powerful-steps-what-is-trespass-to-land-2/","Powerful Steps What Is Trespass To Land 2","Powerful Steps: What is Trespass to Land | Chaman Law Firm","Learn What is Trespass to Land means, including its legal definition, examples, consequences, and remedies available under Nigerian property law.","property/title","redirect configured to /resources/blog/powerful-steps-what-is-trespass-to-land-2","212 clicks; 17921 impressions; avg position 6.13 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/powerful-steps-what-is-trespass-to-land-2","redirect old URL to best new route","/resources/blog/powerful-steps-what-is-trespass-to-land-2","https://chamanlawfirm.com/resources/blog/powerful-steps-what-is-trespass-to-land-2","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","restore as blog post",""
"54","https://chamanlawfirm.com/the-role-of-technology-in-nigerian-education/","The Role Of Technology In Nigerian Education","","","general legal education","live 404","210 clicks; 19932 impressions; avg position 22 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/the-role-of-technology-in-nigerian-education","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/the-role-of-technology-in-nigerian-education","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"56","https://chamanlawfirm.com/the-duties-of-lawyers-to-client/","The Duties Of Lawyers To Client","The Duties of Lawyers to Clients: 6 Essential Responsibilities for Trust and Success","THE DUTIES OF LAWYERS TO CLIENT There are ethics and professional code of conduct which a lawyer must adhere to. In Nigeria, lawyers are bound by the rules of professional conduct (RPC). The rules of professional cond...","general legal education","hidden Sanity draft; do not redirect","202 clicks; 10665 impressions; avg position 15.36 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/the-duties-of-lawyers-to-client","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/the-duties-of-lawyers-to-client","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"57","https://chamanlawfirm.com/duties-of-correctional-institutions-in-nigeria/","Duties Of Correctional Institutions In Nigeria","","","general legal education","live 404","197 clicks; 25303 impressions; avg position 10.84 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/duties-of-correctional-institutions-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/duties-of-correctional-institutions-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"58","https://chamanlawfirm.com/how-to-secure-child-support-and-maintenance/","How To Secure Child Support And Maintenance","Powerful Steps: How to Secure Child Support and Maintenance","Discover how to secure child support and maintenance in Nigeria, including court procedures, parental duties, and help from Chaman Law Firm.","family law","redirect configured to /resources/blog/how-to-secure-child-support-and-maintenance","194 clicks; 18502 impressions; avg position 6.2 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-secure-child-support-and-maintenance","redirect old URL to best new route","/resources/blog/how-to-secure-child-support-and-maintenance","https://chamanlawfirm.com/resources/blog/how-to-secure-child-support-and-maintenance","included","high - lawyer review required before publication","image and alt present in Sanity","approved public","restore as blog post",""
"59","https://chamanlawfirm.com/to-apply-for-and-get-certificate-of-occupancy/","To Apply For And Get Certificate Of Occupancy","Proven Steps: To Apply for and get Certificate of Occupancy","Learn howto Apply for and get Certificate of Occupancy in FCT Abuja, Nigeria, including required documents, procedures, and legal guidelines.","property/title","redirect configured to /resources/blog/to-apply-for-and-get-certificate-of-occupancy","188 clicks; 21261 impressions; avg position 8.57 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/to-apply-for-and-get-certificate-of-occupancy","redirect old URL to best new route","/resources/blog/to-apply-for-and-get-certificate-of-occupancy","https://chamanlawfirm.com/resources/blog/to-apply-for-and-get-certificate-of-occupancy","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","restore as blog post",""
"60","https://chamanlawfirm.com/stamping-and-up-stamping-of-a-mortgage-document/","Stamping And Up Stamping Of A Mortgage Document","Proven: Stamping and Up-Stamping of a Mortgage Document","process of Stamping and Up-Stamping of a Mortgage Document for commercial properties and why it matters for legal and financial transactions.","notary/documentation","hidden Sanity draft; do not redirect","187 clicks; 6730 impressions; avg position 6.22 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/stamping-and-up-stamping-of-a-mortgage-document","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/stamping-and-up-stamping-of-a-mortgage-document","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"64","https://chamanlawfirm.com/dissolution-of-marriage-under-the-nigeria-law/","Dissolution Of Marriage Under The Nigeria Law","Powerful Step: Dissolution of Marriage Under the Nigeria Law","Explore the grounds for Dissolution of Marriage Under the Nigeria Law, including legal reasons, court processes, and rights of the parties involved.","family law","redirect configured to /resources/blog/dissolution-of-marriage-under-the-nigeria-law","171 clicks; 9696 impressions; avg position 15.21 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/dissolution-of-marriage-under-the-nigeria-law","redirect old URL to best new route","/resources/blog/dissolution-of-marriage-under-the-nigeria-law","https://chamanlawfirm.com/resources/blog/dissolution-of-marriage-under-the-nigeria-law","included","high - lawyer review required before publication","image and alt present in Sanity","approved public","restore as blog post",""
