priority score,tier,old URL,slug,title,body completeness,image readiness,title quality,legal risk,current-law sensitivity,duplicate risk,CTA readiness,metadata readiness,internal-link readiness,publication action,notes
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/land-registration-system-in-nigeria,land-registration-system-in-nigeria,Land Registration System In Nigeria,complete enough,image present,present; review for search intent,low automated risk,low automated risk,redirect conflict: /practice-areas/property-real-estate-law/land-registration,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/lagos-tenancy-fixed-and-periodic-tenancies,lagos-tenancy-fixed-and-periodic-tenancies,Lagos Tenancy Fixed and Periodic Tenancies,complete enough,image present,present; review for search intent,possible unsafe self-help wording; current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/board-of-directors-in-nigerian-companies,board-of-directors-in-nigerian-companies,The Strategic Power of the Board Directors In Nigerian Companies- For A Successful Business,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,redirect conflict: /practice-areas/corporate-commercial-law/board-governance,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/how-to-file-a-lawsuit-in-nigeria,how-to-file-a-lawsuit-in-nigeria,How To File A Lawsuit In Nigeria,complete enough,image present,present; review for search intent,low automated risk,low automated risk,redirect conflict: /practice-areas/litigation-dispute-resolution/civil-lawsuit-pre-action-review,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/how-to-apply-for-certificate-of-good-conduct-in-nigeria,how-to-apply-for-certificate-of-good-conduct-in-nigeria,How To Apply For Certificate of Good Conduct In Nigeria,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,redirect conflict: /practice-areas/immigration-services/certificate-of-good-conduct-advisory,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/of-the-securities-and-exchange-commission,of-the-securities-and-exchange-commission,5 Functions of the Securities and Exchange Commission,complete enough,image present,present; review for search intent,low automated risk,low automated risk,redirect conflict: /practice-areas/corporate-commercial-law/securities-regulatory-compliance,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/challenges-of-implementing-the-land-use-act,challenges-of-implementing-the-land-use-act,Challenges of Implementing the Land Use Act,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review,lawyer review required,redirect conflict: /practice-areas/property-real-estate-law/land-use-act-advisory,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/expert-witnesses-in-nigeria-court-proceeding,expert-witnesses-in-nigeria-court-proceeding,Expert Witnesses In Nigeria Court Proceeding,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,redirect conflict: /practice-areas/litigation-dispute-resolution/expert-witnesses,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/legally-combat-police-harassment-in-nigeria,legally-combat-police-harassment-in-nigeria,Legally Combat Police Harassment In Nigeria,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic; unsupported outcome claim,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/legal-restrictions-to-sale-of-land,legal-restrictions-to-sale-of-land,Crucial Insights: Understanding the Legal Restrictions To Sale of Land,complete enough,image present,present; review for search intent,off-brand/property-sales wording; current-law or procedure-sensitive topic,lawyer review required,redirect conflict: /practice-areas/property-real-estate-law/legal-restrictions-to-sale-of-land,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
10,Tier C - lawyer/current-law review,https://chamanlawfirm.com/establishing-paternity-and-maternity-under,establishing-paternity-and-maternity-under,Establishing Paternity and Maternity Under Nigerian Law: A Comprehensive 3 Steps Guide,complete enough,image present,present; review for search intent,family-status topic requires lawyer review,low automated risk,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
