priority rank,old URL,new URL,redirect type,status,activation condition,notes
121,https://chamanlawfirm.com/deed-of-partition-in-nigeria/,https://chamanlawfirm.com/resources/blog/deed-of-partition-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
122,https://chamanlawfirm.com/land-use-act-1978/,https://chamanlawfirm.com/land-use-act-1978/,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",redirect only - non-article or canonical route
123,https://chamanlawfirm.com/landlords-and-tenants-in-nigeria/,https://chamanlawfirm.com/resources/blog/landlords-and-tenants-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
124,https://chamanlawfirm.com/maxims-of-equity/,https://chamanlawfirm.com/resources/blog/maxims-of-equity,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
125,https://chamanlawfirm.com/of-the-securities-and-exchange-commission/,https://chamanlawfirm.com/resources/blog/of-the-securities-and-exchange-commission,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
126,https://chamanlawfirm.com/step-by-step-guide-on-how-to-conduct-a-statutory-marriage-in-nigeria/,https://chamanlawfirm.com/resources/blog/step-by-step-guide-on-how-to-conduct-a-statutory-marriage-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
127,https://chamanlawfirm.com/digital-evidence-admissibility-in-nigeria/,https://chamanlawfirm.com/resources/blog/digital-evidence-admissibility-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
128,https://chamanlawfirm.com/probate-in-lagos-everything-you-need-to-know/,https://chamanlawfirm.com/resources/blog/probate-in-lagos-everything-you-need-to-know,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
129,https://chamanlawfirm.com/how-to-register-a-deed-of-assignment-in-ogun/,https://chamanlawfirm.com/resources/blog/how-to-register-a-deed-of-assignment-in-ogun,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
130,https://chamanlawfirm.com/how-to-handle-land-grabbers-in-ogun-state/,https://chamanlawfirm.com/resources/blog/how-to-handle-land-grabbers-in-ogun-state,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
131,https://chamanlawfirm.com/proven-steps-the-canons-of-interpretation/,https://chamanlawfirm.com/resources/blog/proven-steps-the-canons-of-interpretation,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
132,https://chamanlawfirm.com/how-to-file-a-lawsuit-in-nigeria/,https://chamanlawfirm.com/resources/blog/how-to-file-a-lawsuit-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
133,https://chamanlawfirm.com/legally-combat-police-harassment-in-nigeria/,https://chamanlawfirm.com/resources/blog/legally-combat-police-harassment-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
134,https://chamanlawfirm.com/rights-of-parties-to-a-mortgage/,https://chamanlawfirm.com/resources/blog/rights-of-parties-to-a-mortgage,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
135,https://chamanlawfirm.com/legal-obligations-for-debt-collectors/,https://chamanlawfirm.com/resources/blog/legal-obligations-for-debt-collectors,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
136,https://chamanlawfirm.com/challenges-of-implementing-the-land-use-act/,https://chamanlawfirm.com/resources/blog/challenges-of-implementing-the-land-use-act,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
137,https://chamanlawfirm.com/board-of-directors-in-nigerian-companies/,https://chamanlawfirm.com/resources/blog/board-of-directors-in-nigerian-companies,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
138,https://chamanlawfirm.com/how-to-legally-evict-a-tenant-in-lagos-state/,https://chamanlawfirm.com/resources/blog/how-to-legally-evict-a-tenant-in-lagos-state,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
139,https://chamanlawfirm.com/legal-processofobtaininga-deed-of-assignment/,https://chamanlawfirm.com/resources/blog/legal-processofobtaininga-deed-of-assignment,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
140,https://chamanlawfirm.com/methods-of-transfer-of-shares/,https://chamanlawfirm.com/resources/blog/methods-of-transfer-of-shares,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
141,https://chamanlawfirm.com/laspppa-what-it-is-and-why-it-matters-in-lagos/,https://chamanlawfirm.com/resources/blog/laspppa-what-it-is-and-why-it-matters-in-lagos,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
142,https://chamanlawfirm.com/land-tenures-and-customary-land-tenure-systems/,https://chamanlawfirm.com/resources/blog/land-tenures-and-customary-land-tenure-systems,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
143,https://chamanlawfirm.com/can-a-member-be-expelled-from-a-trade-union/,https://chamanlawfirm.com/resources/blog/can-a-member-be-expelled-from-a-trade-union,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
144,https://chamanlawfirm.com/property-with-existing-tenants-in-nigeria/,https://chamanlawfirm.com/resources/blog/property-with-existing-tenants-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
145,https://chamanlawfirm.com/letter-of-administration-in-ogun-state/,https://chamanlawfirm.com/resources/blog/letter-of-administration-in-ogun-state,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
146,https://chamanlawfirm.com/land-use-act-and-land-tenure-systems/,https://chamanlawfirm.com/resources/blog/land-use-act-and-land-tenure-systems,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
147,https://chamanlawfirm.com/international-law-in-conflict-resolution/,https://chamanlawfirm.com/resources/blog/international-law-in-conflict-resolution,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
148,https://chamanlawfirm.com/where-marriage-under-the-act-can-be-conducted/,https://chamanlawfirm.com/resources/blog/where-marriage-under-the-act-can-be-conducted,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
149,https://chamanlawfirm.com/how-nigerian-courts-handle-electronic-evidence/,https://chamanlawfirm.com/resources/blog/how-nigerian-courts-handle-electronic-evidence,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
150,https://chamanlawfirm.com/the-role-of-regulatory-bodies/,https://chamanlawfirm.com/resources/blog/the-role-of-regulatory-bodies,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
151,https://chamanlawfirm.com/who-can-be-a-notary-public/,https://chamanlawfirm.com/resources/blog/who-can-be-a-notary-public,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
152,https://chamanlawfirm.com/doctrine-of-ultra-vires/,https://chamanlawfirm.com/resources/blog/doctrine-of-ultra-vires,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
153,https://chamanlawfirm.com/about-chaman-law-firm/,https://chamanlawfirm.com/resources/blog/about-chaman-law-firm,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
154,https://chamanlawfirm.com/minority-protection-rights-and-remedies/,https://chamanlawfirm.com/resources/blog/minority-protection-rights-and-remedies,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
155,https://chamanlawfirm.com/types-of-company-in-nigeria/,https://chamanlawfirm.com/resources/blog/types-of-company-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
156,https://chamanlawfirm.com/contract-breach-and-remedies/,https://chamanlawfirm.com/resources/blog/contract-breach-and-remedies,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
157,https://chamanlawfirm.com/tax-clearance-certificate-in-nigeria/,https://chamanlawfirm.com/resources/blog/tax-clearance-certificate-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
158,https://chamanlawfirm.com/legal-restrictions-to-sale-of-land/,https://chamanlawfirm.com/legal-restrictions-to-sale-of-land/,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",redirect only - non-article or canonical route
159,https://chamanlawfirm.com/two-years-rule-as-regards-dissolution-of/,https://chamanlawfirm.com/resources/blog/two-years-rule-as-regards-dissolution-of,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
160,https://chamanlawfirm.com/how-to-calculate-and-pay-land-use-charge/,https://chamanlawfirm.com/resources/blog/how-to-calculate-and-pay-land-use-charge,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
161,https://chamanlawfirm.com/establishing-paternity-and-maternity-under/,https://chamanlawfirm.com/resources/blog/establishing-paternity-and-maternity-under,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
162,https://chamanlawfirm.com/the-difference-between-adoption-and-fostering-in-nigeria/,https://chamanlawfirm.com/resources/blog/the-difference-between-adoption-and-fostering-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
163,https://chamanlawfirm.com/selling-a-family-land-without-everyones-consent/,https://chamanlawfirm.com/resources/blog/selling-a-family-land-without-everyones-consent,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
164,https://chamanlawfirm.com/limitations-to-testamentary-freedom/,https://chamanlawfirm.com/resources/blog/limitations-to-testamentary-freedom,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
165,https://chamanlawfirm.com/legalisation-authentication-of-marriage-certificate-in-nigeria/,https://chamanlawfirm.com/resources/blog/legalisation-authentication-of-marriage-certificate-in-nigeria,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
166,https://chamanlawfirm.com/the-valid-procession-of-a-statutory-marriage/,https://chamanlawfirm.com/the-valid-procession-of-a-statutory-marriage/,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",redirect only - non-article or canonical route
167,https://chamanlawfirm.com/successfully-obtain-a-building-plan-approval/,https://chamanlawfirm.com/resources/blog/successfully-obtain-a-building-plan-approval,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",rewrite then migrate
168,https://chamanlawfirm.com/the-morgage-sell-the-mortgaged-property/,https://chamanlawfirm.com/resources/blog/the-morgage-sell-the-mortgaged-property,one-hop 301,pending,"target approved, visible, indexable, in sitemap, final launch approved",migrate - preserve and QA
