old URL,old title,old content type,current status,clicks,impressions,average position,backlink/ranking evidence if available,source body found,source body quality,image found,current Sanity status,current redirect status,sitemap status,page type,legal risk,current-law risk,duplicate/cannibalization risk,business value,recommended recovery path,proposed final URL,priority score,notes
https://chamanlawfirm.com/statute-of-limitations-on-debt-in-nigeria/,Statute Of Limitations On Debt In Nigeria,debt recovery,redirect configured to /resources/blog/statute-of-limitations-on-debt-in-nigeria,229,229,,229 clicks; 10391 impressions; avg position 10.89 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /resources/blog/statute-of-limitations-on-debt-in-nigeria,included,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/statute-of-limitations-on-debt-in-nigeria,2292,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/registration-of-trade-union-in-nigeria/,Registration Of Trade Union In Nigeria,general legal education,redirect configured to /practice-areas/employment-law,227,227,,227 clicks; 11085 impressions; avg position 14.87 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,redirect configured to /practice-areas/employment-law,sitemap after deployment,service,low/medium - editorial and legal review still required,medium,low; service route selected to avoid weak blog duplication,high service/lead value,restore as service page,https://chamanlawfirm.com/practice-areas/employment-law/trade-union-registration-advisory,2272,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/is-foreign-marriage-under-the-nigerian-law/,Is Foreign Marriage Under The Nigerian Law,family law,redirect configured to /resources/blog/is-foreign-marriage-under-the-nigerian-law,227,227,,227 clicks; 9164 impressions; avg position 9.5 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /resources/blog/is-foreign-marriage-under-the-nigerian-law,included,blog,high - lawyer review required before publication,high,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/is-foreign-marriage-under-the-nigerian-law,2272,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/how-to-file-complaint-against-police-officers-in-nigeria/,How To File Complaint Against Police Officers In Nigeria,litigation/ADR,redirect configured to /practice-areas/litigation-dispute-resolution,226,226,,226 clicks; 14028 impressions; avg position 9.58 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,hidden/not approved,redirect configured to /practice-areas/litigation-dispute-resolution,sitemap after deployment,service,high - lawyer review required before publication,high,low; service route selected to avoid weak blog duplication,high service/lead value,restore as service page,https://chamanlawfirm.com/practice-areas/litigation-dispute-resolution/police-complaint-and-rights-advisory,2262,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/the-role-of-technology-in-nigerian-education/,The Role Of Technology In Nigerian Education,general legal education,live 404,210,210,,210 clicks; 19932 impressions; avg position 22 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/the-role-of-technology-in-nigerian-education,2202,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/abandonment-and-withdrew-of-court-action/,Abandonment And Withdrew Of Court Action,litigation/ADR,redirect configured to /practice-areas/litigation-dispute-resolution,219,219,,219 clicks; 10144 impressions; avg position 6.77 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /practice-areas/litigation-dispute-resolution,included,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,merge into existing stronger live page,https://chamanlawfirm.com/practice-areas/litigation-dispute-resolution,2192,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/taxation-of-sole-proprietorship/,Taxation Of Sole Proprietorship,corporate/commercial,redirect configured to /resources/blog/taxation-of-sole-proprietorship,215,215,,215 clicks; 10558 impressions; avg position 10.19 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /resources/blog/taxation-of-sole-proprietorship,included,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/taxation-of-sole-proprietorship,2152,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/customary-vs-statutory-marriage-in-nigeria/,Customary Vs Statutory Marriage In Nigeria,family law,redirect configured to /resources/blog/customary-vs-statutory-marriage-in-nigeria,214,214,,214 clicks; 22906 impressions; avg position 9.18 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /resources/blog/customary-vs-statutory-marriage-in-nigeria,included,blog,high - lawyer review required before publication,high,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/customary-vs-statutory-marriage-in-nigeria,2142,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/powerful-steps-what-is-trespass-to-land-2/,Powerful Steps What Is Trespass To Land 2,property/title,redirect configured to /resources/blog/powerful-steps-what-is-trespass-to-land-2,212,212,,212 clicks; 17921 impressions; avg position 6.13 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /resources/blog/powerful-steps-what-is-trespass-to-land-2,included,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/powerful-steps-what-is-trespass-to-land-2,2122,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/certificate-of-occupancy-in-rivers-state/,Certificate Of Occupancy In Rivers State,property/title,redirect configured to /practice-areas/property-real-estate-law,210,210,,210 clicks; 5338 impressions; avg position 9.43 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /practice-areas/property-real-estate-law,included,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,merge into existing stronger live page,https://chamanlawfirm.com/practice-areas/property-real-estate-law,2102,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/duties-of-correctional-institutions-in-nigeria/,Duties Of Correctional Institutions In Nigeria,general legal education,live 404,197,197,,197 clicks; 25303 impressions; avg position 10.84 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/duties-of-correctional-institutions-in-nigeria,2072,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/the-duties-of-lawyers-to-client/,The Duties Of Lawyers To Client,general legal education,hidden Sanity draft; do not redirect,202,202,,202 clicks; 10665 impressions; avg position 15.36 from local GSC Pages.csv,yes in Sanity queue,needs review before publication,yes,hidden/not approved,hidden Sanity draft; do not redirect,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,"keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",https://chamanlawfirm.com/resources/blog/the-duties-of-lawyers-to-client,2022,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/how-to-secure-child-support-and-maintenance/,How To Secure Child Support And Maintenance,family law,redirect configured to /resources/blog/how-to-secure-child-support-and-maintenance,194,194,,194 clicks; 18502 impressions; avg position 6.2 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /resources/blog/how-to-secure-child-support-and-maintenance,included,blog,high - lawyer review required before publication,high,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/how-to-secure-child-support-and-maintenance,1942,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/to-apply-for-and-get-certificate-of-occupancy/,To Apply For And Get Certificate Of Occupancy,property/title,redirect configured to /resources/blog/to-apply-for-and-get-certificate-of-occupancy,188,188,,188 clicks; 21261 impressions; avg position 8.57 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /resources/blog/to-apply-for-and-get-certificate-of-occupancy,included,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/to-apply-for-and-get-certificate-of-occupancy,1882,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/stamping-and-up-stamping-of-a-mortgage-document/,Stamping And Up Stamping Of A Mortgage Document,notary/documentation,hidden Sanity draft; do not redirect,187,187,,187 clicks; 6730 impressions; avg position 6.22 from local GSC Pages.csv,yes in Sanity queue,needs review before publication,not confirmed,hidden/not approved,hidden Sanity draft; do not redirect,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,"keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",https://chamanlawfirm.com/resources/blog/stamping-and-up-stamping-of-a-mortgage-document,1872,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
