legacy_url,normalized_url,legacy_title,content_type,legacy_slug,historical_clicks,historical_impressions,backlink_evidence,current_status,current_public_url,sanity_status,hidden_status,redirect_status,legal_status,duplicate_status,recovery_priority,final_classification,final_reason,last_processed_sprint,next_action,fully_closed
https://chamanlawfirm.com/archive/noindex,https://chamanlawfirm.com/archive/noindex,Noindex,legacy,noindex,,,,low_value_retired_or_unknown,/resources/blog/noindex,,,,public-safe or previously merged,,normal,IRRELEVANT_RETIRED,low_value_retired_or_unknown,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/are-verbal-agreement-binding-legally,https://chamanlawfirm.com/are-verbal-agreement-binding-legally,Are Verbal Agreement Binding Legally,high-value legacy,are-verbal-agreement-binding-legally,,,,missing_not_imported,/resources/blog/are-verbal-agreement-binding-legally,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/article,https://chamanlawfirm.com/article,Article,legacy,article,,,,low_value_retired_or_unknown,/resources/blog/article,,,,public-safe or previously merged,,normal,IRRELEVANT_RETIRED,low_value_retired_or_unknown,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/assault-and-battery-chaman-law-firm,https://chamanlawfirm.com/assault-and-battery-chaman-law-firm,Assault And Battery Chaman Law Firm,high-value legacy,assault-and-battery-chaman-law-firm,,,,missing_not_imported,/resources/blog/assault-and-battery-chaman-law-firm,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/assessment,https://chamanlawfirm.com/assessment,Assessment,legacy,assessment,,,,low_value_retired_or_unknown,/resources/blog/assessment,,,,public-safe or previously merged,,normal,IRRELEVANT_RETIRED,low_value_retired_or_unknown,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/attestation-of-certificate-in-nigeria,https://chamanlawfirm.com/attestation-of-certificate-in-nigeria,Attestation Of Certificate In Nigeria,high-value legacy,attestation-of-certificate-in-nigeria,,,,missing_not_imported,/resources/blog/attestation-of-certificate-in-nigeria,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/authentication,https://chamanlawfirm.com/authentication,Authentication,legacy,authentication,,,,low_value_retired_or_unknown,/resources/blog/authentication,,,,public-safe or previously merged,,normal,IRRELEVANT_RETIRED,low_value_retired_or_unknown,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/authors,https://chamanlawfirm.com/authors,Authors,legacy,authors,,,,merged_redirected_to_live_page,/lawyers,,,,public-safe or previously merged,,normal,MERGED_TO_STRONGER_PAGE,merged_redirected_to_live_page,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/autonomous-vehicles-nigerian-traffic-law,https://chamanlawfirm.com/autonomous-vehicles-nigerian-traffic-law,Autonomous Vehicles Nigerian Traffic Law,high-value legacy,autonomous-vehicles-nigerian-traffic-law,,,,missing_not_imported,/resources/blog/autonomous-vehicles-nigerian-traffic-law,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/available-remedies-in-civil-litigation,https://chamanlawfirm.com/available-remedies-in-civil-litigation,Available Remedies In Civil Litigation,high-value legacy,available-remedies-in-civil-litigation,,,,hidden_source_imported,/resources/blog/available-remedies-in-civil-litigation,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/bank-disputes-in-nigeria-modes-of-resolution,https://chamanlawfirm.com/bank-disputes-in-nigeria-modes-of-resolution,Bank Disputes In Nigeria Modes Of Resolution,high-value legacy,bank-disputes-in-nigeria-modes-of-resolution,,,,missing_not_imported,/resources/blog/bank-disputes-in-nigeria-modes-of-resolution,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/banking-and-finance-law-in-lagos,https://chamanlawfirm.com/banking-and-finance-law-in-lagos,Banking And Finance Law In Lagos,high-value legacy,banking-and-finance-law-in-lagos,,,,merged_redirected_to_live_page,/practice-areas/corporate-commercial-law,,,,public-safe or previously merged,,high,MERGED_TO_STRONGER_PAGE,merged_redirected_to_live_page,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/bankruptcy-and-insolvency-in-nigeria,https://chamanlawfirm.com/bankruptcy-and-insolvency-in-nigeria,Bankruptcy And Insolvency In Nigeria,high-value legacy,bankruptcy-and-insolvency-in-nigeria,,,,missing_not_imported,/resources/blog/bankruptcy-and-insolvency-in-nigeria,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/basic-elements-of-defamatory-statement,https://chamanlawfirm.com/basic-elements-of-defamatory-statement,Basic Elements Of Defamatory Statement,high-value legacy,basic-elements-of-defamatory-statement,,,,redirected_to_live_blog,/resources/blog/basic-elements-of-defamatory-statement,,,active or proxy-handled,public-safe or previously merged,,high,RESTORED_NEW_CANONICAL_WITH_308,redirected_to_live_blog,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/basic-procedure-for-dissolution-of-marriage,https://chamanlawfirm.com/basic-procedure-for-dissolution-of-marriage,Basic Procedure For Dissolution Of Marriage,high-value legacy,basic-procedure-for-dissolution-of-marriage,,,,redirected_to_live_blog,/resources/blog/basic-procedure-for-dissolution-of-marriage,,,active or proxy-handled,public-safe or previously merged,,high,RESTORED_NEW_CANONICAL_WITH_308,redirected_to_live_blog,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/best-locations-for-luxury-property-investment-in-nigeria-where-smart-investors-are-buying-premium-real-estate,https://chamanlawfirm.com/best-locations-for-luxury-property-investment-in-nigeria-where-smart-investors-are-buying-premium-real-estate,Best Locations for Luxury Property Investment in Nigeria: Where Smart Investors Are Buying Premium Real Estate,property,best-locations-for-luxury-property-investment-in-nigeria-where-smart-investors-are-buying-premium-real-estate,,,,not live,,hidden/source record,IRRELEVANT_TO_LAW_PRACTICE,not activated,not suitable,unique remaining hidden slug,hidden,IRRELEVANT_TO_LAW_FIRM,off-brand property sales or non-law-firm content signal,LEGACY_RECOVERY_WAVE_1,do not recover unless new search evidence changes the decision,yes
https://chamanlawfirm.com/best-probate-lawyers-in-ogun-state,https://chamanlawfirm.com/best-probate-lawyers-in-ogun-state,Best Probate Lawyers In Ogun State,high-value legacy,best-probate-lawyers-in-ogun-state,,,,hidden_source_imported,/resources/blog/best-probate-lawyers-in-ogun-state,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/beyond-the-spin-elevate-your-play-with-thousands-2,https://chamanlawfirm.com/beyond-the-spin-elevate-your-play-with-thousands-2,Beyond The Spin Elevate Your Play With Thousands 2,high-value legacy,beyond-the-spin-elevate-your-play-with-thousands-2,,,,missing_not_imported,/resources/blog/beyond-the-spin-elevate-your-play-with-thousands-2,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/beyond-the-spin-explore-premium-games-and,https://chamanlawfirm.com/beyond-the-spin-explore-premium-games-and,Beyond The Spin Explore Premium Games And,high-value legacy,beyond-the-spin-explore-premium-games-and,,,,missing_not_imported,/resources/blog/beyond-the-spin-explore-premium-games-and,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/bing,https://chamanlawfirm.com/bing,Bing,legacy,bing,,,,low_value_retired_or_unknown,/resources/blog/bing,,,,public-safe or previously merged,,normal,IRRELEVANT_RETIRED,low_value_retired_or_unknown,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/blockchain-technology-and-land-title-security,https://chamanlawfirm.com/blockchain-technology-and-land-title-security,Blockchain Technology And Land Title Security,high-value legacy,blockchain-technology-and-land-title-security,,,,hidden_source_imported,/resources/blog/blockchain-technology-and-land-title-security,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/blog,https://chamanlawfirm.com/blog,Blog,legacy,blog,,,,merged_redirected_to_live_page,/resources/blog,,,,public-safe or previously merged,,normal,MERGED_TO_STRONGER_PAGE,merged_redirected_to_live_page,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/board-of-directors-in-nigerian-companies,https://chamanlawfirm.com/board-of-directors-in-nigerian-companies,Board Of Directors In Nigerian Companies,high-value legacy,board-of-directors-in-nigerian-companies,,,,merged_redirected_to_live_page,/practice-areas/corporate-commercial-law/board-governance,,,,public-safe or previously merged,,high,MERGED_TO_STRONGER_PAGE,merged_redirected_to_live_page,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/boardroom-disputes-and-governance-challenge,https://chamanlawfirm.com/boardroom-disputes-and-governance-challenge,Boardroom Disputes And Governance Challenge,high-value legacy,boardroom-disputes-and-governance-challenge,,,,missing_not_imported,/resources/blog/boardroom-disputes-and-governance-challenge,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/body,https://chamanlawfirm.com/body,Body,legacy,body,,,,low_value_retired_or_unknown,/resources/blog/body,,,,public-safe or previously merged,,normal,IRRELEVANT_RETIRED,low_value_retired_or_unknown,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/book-consultation,https://chamanlawfirm.com/book-consultation,Book Consultation,high-value legacy,book-consultation,,,,missing_not_imported,/resources/blog/book-consultation,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/bordersecurityin-nigerian-immigration-policy,https://chamanlawfirm.com/bordersecurityin-nigerian-immigration-policy,Bordersecurityin Nigerian Immigration Policy,high-value legacy,bordersecurityin-nigerian-immigration-policy,,,,hidden_source_imported,/resources/blog/bordersecurityin-nigerian-immigration-policy,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/boundary-disputes-and-encroachments,https://chamanlawfirm.com/boundary-disputes-and-encroachments,Boundary Disputes And Encroachments,high-value legacy,boundary-disputes-and-encroachments,,,,missing_not_imported,/resources/blog/boundary-disputes-and-encroachments,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/breach-of-promise-to-marriage-in-nigeria,https://chamanlawfirm.com/breach-of-promise-to-marriage-in-nigeria,Breach Of Promise To Marriage In Nigeria,high-value legacy,breach-of-promise-to-marriage-in-nigeria,,,,merged_redirected_to_live_page,/practice-areas/family-law,,,,public-safe or previously merged,,high,MERGED_TO_STRONGER_PAGE,merged_redirected_to_live_page,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/breach-of-promise-to-marry,https://chamanlawfirm.com/breach-of-promise-to-marry,Breach Of Promise To Marry,high-value legacy,breach-of-promise-to-marry,,,,missing_not_imported,/resources/blog/breach-of-promise-to-marry,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/breach-of-property-contracts-in-lekki,https://chamanlawfirm.com/breach-of-property-contracts-in-lekki,Breach Of Property Contracts In Lekki,high-value legacy,breach-of-property-contracts-in-lekki,,,,hidden_source_imported,/resources/blog/breach-of-property-contracts-in-lekki,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/bridge-and-highway-construction-in-nigeria,https://chamanlawfirm.com/bridge-and-highway-construction-in-nigeria,Bridge And Highway Construction In Nigeria,high-value legacy,bridge-and-highway-construction-in-nigeria,,,,missing_not_imported,/resources/blog/bridge-and-highway-construction-in-nigeria,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/building-completion-certificate-in-lagos,https://chamanlawfirm.com/building-completion-certificate-in-lagos,Building Completion Certificate In Lagos,high-value legacy,building-completion-certificate-in-lagos,,,,merged_redirected_to_live_page,/practice-areas/property-real-estate-law/building-completion-certificate-lagos,,,,public-safe or previously merged,,high,MERGED_TO_STRONGER_PAGE,merged_redirected_to_live_page,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/building-demolition-key-steps-to-compliance,https://chamanlawfirm.com/building-demolition-key-steps-to-compliance,Building Demolition Key Steps To Compliance,high-value legacy,building-demolition-key-steps-to-compliance,,,,missing_not_imported,/resources/blog/building-demolition-key-steps-to-compliance,,,,public-safe or previously merged,,high,GENUINE_LEGAL_HOLD,unresolved high-value source requires legal/source recovery; not silently abandoned,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/building-permit-approval-in-ogun-state,https://chamanlawfirm.com/building-permit-approval-in-ogun-state,How to Get Building Permit Approval in Ogun State (Full Guide),high-value legacy,building-permit-approval-in-ogun-state,,,,redirected_to_live_blog,/resources/blog/building-permit-approval-in-ogun-state,,,active or proxy-handled,public-safe or previously merged,,high,RESTORED_NEW_CANONICAL_WITH_308,redirected_to_live_blog,FINAL_CLOSURE_BASELINE,monitor only,yes
https://chamanlawfirm.com/business,https://chamanlawfirm.com/business,Business,legacy,business,,,,low_value_retired_or_unknown,/resources/blog/business,,,,public-safe or previously merged,,normal,IRRELEVANT_RETIRED,low_value_retired_or_unknown,FINAL_CLOSURE_BASELINE,monitor only,yes
